Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Product ID,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Profit
ORD-000626,2020-03-03,2020-03-06,Standard Class,CUST-0128,Customer 128,Home Office,South,Georgia,PROD-0036,Accessories Product 6,Electronics,Accessories,2,251.49,0.0,502.98,310.38,192.6
ORD-000627,2020-03-03,2020-03-04,Standard Class,CUST-0394,Customer 394,Corporate,Central,Wisconsin,PROD-0079,Bookcases Product 9,Furniture,Bookcases,3,244.34,0.0,733.02,263.16,469.86
ORD-000628,2020-03-03,2020-03-04,First Class,CUST-0829,Customer 829,Corporate,West,Arizona,PROD-0128,Copiers Product 8,Technology,Copiers,2,683.05,0.0,1366.1,691.86,674.24
ORD-000629,2020-03-10,2020-03-11,Second Class,CUST-0295,Customer 295,Consumer,Central,Michigan,PROD-0135,Machines Product 5,Technology,Machines,2,524.42,0.0,1048.84,608.02,440.82
ORD-000630,2020-03-10,2020-03-12,Standard Class,CUST-0522,Customer 522,Consumer,North,Oregon,PROD-0072,Bookcases Product 2,Furniture,Bookcases,1,759.17,0.0,759.17,342.23,416.94
ORD-000631,2020-03-10,2020-03-11,Standard Class,CUST-0315,Customer 315,Home Office,South,Florida,PROD-0129,Copiers Product 9,Technology,Copiers,1,225.7,0.0,225.7,108.26,117.44
ORD-000632,2020-03-10,2020-03-12,Standard Class,CUST-0229,Customer 229,Home Office,South,Georgia,PROD-0038,Accessories Product 8,Electronics,Accessories,1,973.14,0.0,973.14,493.98,479.16
ORD-000632,2020-03-10,2020-03-11,Standard Class,CUST-0229,Customer 229,Home Office,South,Georgia,PROD-0111,Envelopes Product 1,Office Supplies,Envelopes,3,700.51,0.0,2101.53,1427.76,673.77
ORD-000633,2020-03-10,2020-03-11,Standard Class,CUST-0905,Customer 905,Consumer,North,Washington,PROD-0129,Copiers Product 9,Technology,Copiers,2,225.7,0.2353,345.17,216.52,128.65
ORD-000633,2020-03-10,2020-03-13,Standard Class,CUST-0905,Customer 905,Consumer,North,Washington,PROD-0014,Tablets Product 4,Electronics,Tablets,2,1176.21,0.0,2352.42,864.8,1487.62
ORD-000633,2020-03-10,2020-03-13,First Class,CUST-0905,Customer 905,Consumer,North,Washington,PROD-0064,Storage Product 4,Furniture,Storage,4,101.84,0.0,407.36,210.48,196.88
ORD-000634,2020-03-10,2020-03-12,Standard Class,CUST-0963,Customer 963,Consumer,East,Pennsylvania,PROD-0128,Copiers Product 8,Technology,Copiers,3,683.05,0.0,2049.15,1037.79,1011.36
ORD-000635,2020-03-10,2020-03-13,Standard Class,CUST-0491,Customer 491,Consumer,South,Alabama,PROD-0063,Storage Product 3,Furniture,Storage,4,725.55,0.0,2902.2,1324.28,1577.92
ORD-000636,2020-03-10,2020-03-15,Second Class,CUST-0872,Customer 872,Consumer,East,Vermont,PROD-0025,Laptops Product 5,Electronics,Laptops,3,540.32,0.0554,1531.21,1309.05,222.16
ORD-000637,2020-03-10,2020-03-14,First Class,CUST-0064,Customer 64,Consumer,West,Arizona,PROD-0026,Laptops Product 6,Electronics,Laptops,2,943.91,0.0,1887.82,877.2,1010.62
ORD-000637,2020-03-10,2020-03-12,Standard Class,CUST-0064,Customer 64,Consumer,West,Arizona,PROD-0149,Software Product 9,Technology,Software,1,127.81,0.0,127.81,92.07,35.74
ORD-000638,2020-03-10,2020-03-11,Second Class,CUST-0978,Customer 978,Consumer,West,Nevada,PROD-0042,Chairs Product 2,Furniture,Chairs,2,597.15,0.1611,1001.85,429.22,572.63
ORD-000639,2020-03-17,2020-03-18,Same Day,CUST-0967,Customer 967,Corporate,East,Pennsylvania,PROD-0142,Software Product 2,Technology,Software,1,346.07,0.0,346.07,284.23,61.84
ORD-000639,2020-03-17,2020-03-19,Same Day,CUST-0967,Customer 967,Corporate,East,Pennsylvania,PROD-0140,Machines Product 10,Technology,Machines,1,167.47,0.0,167.47,79.82,87.65
ORD-000639,2020-03-17,2020-03-18,First Class,CUST-0967,Customer 967,Corporate,East,Pennsylvania,PROD-0073,Bookcases Product 3,Furniture,Bookcases,4,391.76,0.0,1567.04,563.36,1003.68
ORD-000640,2020-03-17,2020-03-19,Standard Class,CUST-0987,Customer 987,Corporate,East,New York,PROD-0149,Software Product 9,Technology,Software,2,127.81,0.0,255.62,184.14,71.48
ORD-000641,2020-03-17,2020-03-22,Second Class,CUST-0434,Customer 434,Consumer,South,Georgia,PROD-0035,Accessories Product 5,Electronics,Accessories,1,315.53,0.0,315.53,183.76,131.77
ORD-000642,2020-03-17,2020-03-19,Second Class,CUST-0391,Customer 391,Home Office,East,Pennsylvania,PROD-0060,Tables Product 10,Furniture,Tables,1,200.84,0.025,195.82,140.14,55.68
ORD-000643,2020-03-17,2020-03-19,Standard Class,CUST-0210,Customer 210,Consumer,Central,Illinois,PROD-0048,Chairs Product 8,Furniture,Chairs,3,186.73,0.0,560.19,369.09,191.1
ORD-000643,2020-03-17,2020-03-20,Standard Class,CUST-0210,Customer 210,Consumer,Central,Illinois,PROD-0049,Chairs Product 9,Furniture,Chairs,2,181.26,0.038,348.76,236.08,112.68
ORD-000643,2020-03-17,2020-03-20,Standard Class,CUST-0210,Customer 210,Consumer,Central,Illinois,PROD-0008,Phones Product 8,Electronics,Phones,3,1019.33,0.0,3057.99,1067.19,1990.8
ORD-000644,2020-03-17,2020-03-18,First Class,CUST-0461,Customer 461,Consumer,North,Oregon,PROD-0143,Software Product 3,Technology,Software,2,362.35,0.0,724.7,339.94,384.76
ORD-000644,2020-03-17,2020-03-18,First Class,CUST-0461,Customer 461,Consumer,North,Oregon,PROD-0051,Tables Product 1,Furniture,Tables,1,112.9,0.0,112.9,38.34,74.56
ORD-000645,2020-03-17,2020-03-21,Second Class,CUST-0186,Customer 186,Corporate,North,Oregon,PROD-0075,Bookcases Product 5,Furniture,Bookcases,1,1178.41,0.2766,852.47,426.79,425.68
ORD-000645,2020-03-17,2020-03-18,First Class,CUST-0186,Customer 186,Corporate,North,Oregon,PROD-0132,Machines Product 2,Technology,Machines,1,327.3,0.0,327.3,162.08,165.22
ORD-000645,2020-03-17,2020-03-18,Standard Class,CUST-0186,Customer 186,Corporate,North,Oregon,PROD-0137,Machines Product 7,Technology,Machines,1,498.52,0.0,498.52,392.13,106.39
ORD-000646,2020-03-24,2020-03-25,First Class,CUST-0152,Customer 152,Consumer,West,Arizona,PROD-0085,Paper Product 5,Office Supplies,Paper,1,22.54,0.0,22.54,13.13,9.41
ORD-000647,2020-03-24,2020-03-27,Second Class,CUST-0428,Customer 428,Home Office,East,Vermont,PROD-0070,Storage Product 10,Furniture,Storage,2,556.36,0.3045,773.95,490.98,282.97
ORD-000648,2020-03-24,2020-03-26,First Class,CUST-0096,Customer 96,Consumer,West,Nevada,PROD-0085,Paper Product 5,Office Supplies,Paper,2,22.54,0.0,45.08,26.26,18.82
ORD-000649,2020-03-24,2020-03-27,Standard Class,CUST-0903,Customer 903,Consumer,East,Maine,PROD-0152,Hardware Product 2,Technology,Hardware,2,77.11,0.0,154.22,70.94,83.28
ORD-000650,2020-03-24,2020-03-26,Second Class,CUST-0864,Customer 864,Consumer,North,Montana,PROD-0090,Paper Product 10,Office Supplies,Paper,1,832.54,0.1724,689.0,382.9,306.1
ORD-000650,2020-03-24,2020-03-25,Second Class,CUST-0864,Customer 864,Consumer,North,Montana,PROD-0028,Laptops Product 8,Electronics,Laptops,3,913.79,0.3352,1822.39,1496.97,325.42
ORD-000651,2020-03-24,2020-03-25,First Class,CUST-0462,Customer 462,Corporate,North,Oregon,PROD-0118,Envelopes Product 8,Office Supplies,Envelopes,4,613.63,0.0,2454.52,1317.28,1137.24
ORD-000651,2020-03-24,2020-03-27,First Class,CUST-0462,Customer 462,Corporate,North,Oregon,PROD-0072,Bookcases Product 2,Furniture,Bookcases,1,759.17,0.0,759.17,342.23,416.94
ORD-000652,2020-03-24,2020-03-27,Standard Class,CUST-0640,Customer 640,Consumer,Central,Illinois,PROD-0015,Tablets Product 5,Electronics,Tablets,1,447.85,0.0,447.85,166.36,281.49
ORD-000653,2020-03-24,2020-03-28,Second Class,CUST-0010,Customer 10,Corporate,Central,Michigan,PROD-0075,Bookcases Product 5,Furniture,Bookcases,1,1178.41,0.0,1178.41,426.79,751.62
ORD-000653,2020-03-24,2020-03-26,First Class,CUST-0010,Customer 10,Corporate,Central,Michigan,PROD-0132,Machines Product 2,Technology,Machines,1,327.3,0.0,327.3,162.08,165.22
ORD-000654,2020-03-24,2020-03-25,Standard Class,CUST-0219,Customer 219,Corporate,West,Arizona,PROD-0087,Paper Product 7,Office Supplies,Paper,1,532.96,0.0,532.96,319.59,213.37
ORD-000655,2020-03-24,2020-03-27,Same Day,CUST-0041,Customer 41,Consumer,East,Maine,PROD-0035,Accessories Product 5,Electronics,Accessories,1,315.53,0.0,315.53,183.76,131.77
ORD-000655,2020-03-24,2020-03-25,Standard Class,CUST-0041,Customer 41,Consumer,East,Maine,PROD-0039,Accessories Product 9,Electronics,Accessories,1,480.6,0.0,480.6,198.32,282.28
ORD-000655,2020-03-24,2020-03-26,First Class,CUST-0041,Customer 41,Consumer,East,Maine,PROD-0093,Binders Product 3,Office Supplies,Binders,1,173.88,0.0,173.88,60.23,113.65
ORD-000656,2020-03-24,2020-03-25,Standard Class,CUST-0189,Customer 189,Corporate,North,Montana,PROD-0156,Hardware Product 6,Technology,Hardware,1,138.44,0.0,138.44,49.26,89.18
ORD-000656,2020-03-24,2020-03-26,Second Class,CUST-0189,Customer 189,Corporate,North,Montana,PROD-0124,Copiers Product 4,Technology,Copiers,1,93.52,0.0,93.52,74.31,19.21
ORD-000656,2020-03-24,2020-03-27,Standard Class,CUST-0189,Customer 189,Corporate,North,Montana,PROD-0036,Accessories Product 6,Electronics,Accessories,3,251.49,0.0,754.47,465.57,288.9
ORD-000657,2020-03-24,2020-03-26,Second Class,CUST-0631,Customer 631,Corporate,East,Maine,PROD-0108,Pens Product 8,Office Supplies,Pens,1,558.93,0.1746,461.33,349.9,111.43
ORD-000658,2020-03-24,2020-03-28,Standard Class,CUST-0655,Customer 655,Consumer,Central,Illinois,PROD-0128,Copiers Product 8,Technology,Copiers,3,683.05,0.0,2049.15,1037.79,1011.36
ORD-000659,2020-03-24,2020-03-27,Standard Class,CUST-0347,Customer 347,Corporate,East,Vermont,PROD-0150,Software Product 10,Technology,Software,1,795.5,0.0,795.5,321.85,473.65
ORD-000660,2020-03-31,2020-04-05,Standard Class,CUST-0913,Customer 913,Corporate,East,Maine,PROD-0145,Software Product 5,Technology,Software,2,35.24,0.0,70.48,52.54,17.94
ORD-000661,2020-03-31,2020-04-02,Standard Class,CUST-0516,Customer 516,Consumer,East,Pennsylvania,PROD-0018,Tablets Product 8,Electronics,Tablets,1,117.04,0.0,117.04,47.71,69.33
ORD-000661,2020-03-31,2020-04-04,First Class,CUST-0516,Customer 516,Consumer,East,Pennsylvania,PROD-0037,Accessories Product 7,Electronics,Accessories,3,37.74,0.0,113.22,91.89,21.33
ORD-000662,2020-03-31,2020-04-02,Standard Class,CUST-0075,Customer 75,Corporate,Central,Illinois,PROD-0016,Tablets Product 6,Electronics,Tablets,1,63.96,0.0,63.96,28.13,35.83
ORD-000663,2020-03-31,2020-04-01,Second Class,CUST-0634,Customer 634,Corporate,East,Pennsylvania,PROD-0079,Bookcases Product 9,Furniture,Bookcases,3,244.34,0.0016,731.87,263.16,468.71
ORD-000664,2020-03-31,2020-04-01,Standard Class,CUST-0563,Customer 563,Consumer,Central,Illinois,PROD-0055,Tables Product 5,Furniture,Tables,3,518.51,0.0,1555.53,1053.15,502.38
ORD-000665,2020-03-31,2020-04-04,Standard Class,CUST-0991,Customer 991,Corporate,West,Utah,PROD-0051,Tables Product 1,Furniture,Tables,1,112.9,0.3852,69.41,38.34,31.07
ORD-000666,2020-03-31,2020-04-02,Standard Class,CUST-0230,Customer 230,Corporate,South,Florida,PROD-0125,Copiers Product 5,Technology,Copiers,1,1065.39,0.0,1065.39,461.22,604.17
ORD-000666,2020-03-31,2020-04-03,First Class,CUST-0230,Customer 230,Corporate,South,Florida,PROD-0145,Software Product 5,Technology,Software,1,35.24,0.2418,26.72,26.27,0.45
ORD-000666,2020-03-31,2020-04-02,Standard Class,CUST-0230,Customer 230,Corporate,South,Florida,PROD-0108,Pens Product 8,Office Supplies,Pens,1,558.93,0.0,558.93,349.9,209.03
ORD-000667,2020-03-31,2020-04-01,Standard Class,CUST-0513,Customer 513,Home Office,North,Washington,PROD-0101,Pens Product 1,Office Supplies,Pens,3,474.74,0.0,1424.22,1144.65,279.57
ORD-000668,2020-03-31,2020-04-03,Standard Class,CUST-0804,Customer 804,Corporate,West,Nevada,PROD-0114,Envelopes Product 4,Office Supplies,Envelopes,1,346.88,0.1758,285.88,204.82,81.06
ORD-000669,2020-03-31,2020-04-02,Standard Class,CUST-0209,Customer 209,Consumer,West,Nevada,PROD-0008,Phones Product 8,Electronics,Phones,4,1019.33,0.0,4077.32,1422.92,2654.4
ORD-000669,2020-03-31,2020-04-03,Standard Class,CUST-0209,Customer 209,Consumer,West,Nevada,PROD-0029,Laptops Product 9,Electronics,Laptops,2,742.31,0.0,1484.62,771.84,712.78
ORD-000670,2020-03-31,2020-04-04,Standard Class,CUST-0567,Customer 567,Consumer,East,New York,PROD-0059,Tables Product 9,Furniture,Tables,3,152.39,0.2982,320.83,164.49,156.34
ORD-000671,2020-03-31,2020-04-01,Second Class,CUST-0198,Customer 198,Home Office,South,Florida,PROD-0114,Envelopes Product 4,Office Supplies,Envelopes,2,346.88,0.0,693.76,409.64,284.12
ORD-000672,2020-03-31,2020-04-01,Second Class,CUST-0439,Customer 439,Corporate,Central,Ohio,PROD-0115,Envelopes Product 5,Office Supplies,Envelopes,3,953.19,0.0,2859.57,1476.45,1383.12
ORD-000673,2020-03-31,2020-04-05,Standard Class,CUST-0942,Customer 942,Corporate,South,Georgia,PROD-0044,Chairs Product 4,Furniture,Chairs,3,466.06,0.1577,1177.67,931.71,245.96
ORD-000673,2020-03-31,2020-04-01,Second Class,CUST-0942,Customer 942,Corporate,South,Georgia,PROD-0134,Machines Product 4,Technology,Machines,4,417.57,0.0,1670.28,809.28,861.0
ORD-000674,2020-03-31,2020-04-02,Standard Class,CUST-0438,Customer 438,Home Office,Central,Illinois,PROD-0084,Paper Product 4,Office Supplies,Paper,2,882.88,0.0,1765.76,835.5,930.26
ORD-000674,2020-03-31,2020-04-02,Standard Class,CUST-0438,Customer 438,Home Office,Central,Illinois,PROD-0068,Storage Product 8,Furniture,Storage,2,461.01,0.0,922.02,689.6,232.42
ORD-000675,2020-03-31,2020-04-01,Standard Class,CUST-0217,Customer 217,Consumer,East,New York,PROD-0064,Storage Product 4,Furniture,Storage,1,101.84,0.0,101.84,52.62,49.22
ORD-000676,2020-04-07,2020-04-08,Second Class,CUST-0749,Customer 749,Home Office,South,Alabama,PROD-0025,Laptops Product 5,Electronics,Laptops,2,540.32,0.0,1080.64,872.7,207.94
ORD-000676,2020-04-07,2020-04-09,Same Day,CUST-0749,Customer 749,Home Office,South,Alabama,PROD-0131,Machines Product 1,Technology,Machines,2,373.75,0.0,747.5,283.62,463.88
ORD-000677,2020-04-07,2020-04-08,Standard Class,CUST-0989,Customer 989,Consumer,West,California,PROD-0011,Tablets Product 1,Electronics,Tablets,1,610.34,0.0,610.34,351.74,258.6
ORD-000678,2020-04-07,2020-04-09,Standard Class,CUST-0625,Customer 625,Corporate,West,Utah,PROD-0155,Hardware Product 5,Technology,Hardware,1,470.22,0.0,470.22,176.33,293.89
ORD-000679,2020-04-07,2020-04-12,Second Class,CUST-0708,Customer 708,Home Office,South,Georgia,PROD-0080,Bookcases Product 10,Furniture,Bookcases,2,547.66,0.0,1095.32,874.4,220.92
ORD-000680,2020-04-07,2020-04-09,Standard Class,CUST-0033,Customer 33,Consumer,North,Oregon,PROD-0041,Chairs Product 1,Furniture,Chairs,1,537.99,0.2103,424.87,395.31,29.56
ORD-000681,2020-04-07,2020-04-08,Standard Class,CUST-0994,Customer 994,Corporate,Central,Illinois,PROD-0011,Tablets Product 1,Electronics,Tablets,4,610.34,0.0,2441.36,1406.96,1034.4
ORD-000681,2020-04-07,2020-04-09,First Class,CUST-0994,Customer 994,Corporate,Central,Illinois,PROD-0040,Accessories Product 10,Electronics,Accessories,1,340.3,0.0,340.3,116.94,223.36
ORD-000682,2020-04-07,2020-04-08,First Class,CUST-0258,Customer 258,Corporate,North,Washington,PROD-0005,Phones Product 5,Electronics,Phones,2,275.39,0.0878,502.43,264.68,237.75
ORD-000682,2020-04-07,2020-04-08,Standard Class,CUST-0258,Customer 258,Corporate,North,Washington,PROD-0137,Machines Product 7,Technology,Machines,3,498.52,0.0,1495.56,1176.39,319.17
ORD-000683,2020-04-07,2020-04-08,Standard Class,CUST-0031,Customer 31,Corporate,North,Washington,PROD-0106,Pens Product 6,Office Supplies,Pens,1,440.39,0.0,440.39,218.83,221.56
ORD-000684,2020-04-07,2020-04-09,First Class,CUST-0875,Customer 875,Consumer,West,Utah,PROD-0144,Software Product 4,Technology,Software,2,97.15,0.0,194.3,106.1,88.2
ORD-000684,2020-04-07,2020-04-12,Standard Class,CUST-0875,Customer 875,Consumer,West,Utah,PROD-0027,Laptops Product 7,Electronics,Laptops,4,1240.15,0.0,4960.6,1880.56,3080.04
ORD-000685,2020-04-07,2020-04-08,Standard Class,CUST-0591,Customer 591,Consumer,Central,Wisconsin,PROD-0033,Accessories Product 3,Electronics,Accessories,3,547.15,0.0,1641.45,649.38,992.07
ORD-000685,2020-04-07,2020-04-09,Standard Class,CUST-0591,Customer 591,Consumer,Central,Wisconsin,PROD-0041,Chairs Product 1,Furniture,Chairs,2,537.99,0.0,1075.98,790.62,285.36
ORD-000686,2020-04-14,2020-04-15,Standard Class,CUST-0447,Customer 447,Home Office,West,Arizona,PROD-0108,Pens Product 8,Office Supplies,Pens,3,558.93,0.0,1676.79,1049.7,627.09
ORD-000687,2020-04-14,2020-04-15,Second Class,CUST-0388,Customer 388,Consumer,South,Alabama,PROD-0024,Laptops Product 4,Electronics,Laptops,2,154.43,0.0,308.86,248.3,60.56
ORD-000687,2020-04-14,2020-04-15,Standard Class,CUST-0388,Customer 388,Consumer,South,Alabama,PROD-0157,Hardware Product 7,Technology,Hardware,2,743.43,0.0,1486.86,556.64,930.22
ORD-000688,2020-04-14,2020-04-16,First Class,CUST-0488,Customer 488,Consumer,West,Nevada,PROD-0146,Software Product 6,Technology,Software,1,294.24,0.0,294.24,204.49,89.75
ORD-000689,2020-04-14,2020-04-15,Standard Class,CUST-0032,Customer 32,Consumer,South,Georgia,PROD-0158,Hardware Product 8,Technology,Hardware,2,546.3,0.0,1092.6,463.28,629.32
ORD-000690,2020-04-14,2020-04-16,Standard Class,CUST-0248,Customer 248,Home Office,South,Texas,PROD-0153,Hardware Product 3,Technology,Hardware,2,989.3,0.0,1978.6,714.88,1263.72
ORD-000690,2020-04-14,2020-04-15,Standard Class,CUST-0248,Customer 248,Home Office,South,Texas,PROD-0063,Storage Product 3,Furniture,Storage,3,725.55,0.0,2176.65,993.21,1183.44
ORD-000691,2020-04-14,2020-04-15,Standard Class,CUST-0919,Customer 919,Corporate,West,Arizona,PROD-0040,Accessories Product 10,Electronics,Accessories,1,340.3,0.2998,238.27,116.94,121.33
ORD-000692,2020-04-14,2020-04-15,First Class,CUST-0520,Customer 520,Consumer,North,Montana,PROD-0077,Bookcases Product 7,Furniture,Bookcases,1,852.76,0.0,852.76,351.76,501.0
ORD-000693,2020-04-14,2020-04-15,Same Day,CUST-0120,Customer 120,Corporate,East,Vermont,PROD-0095,Binders Product 5,Office Supplies,Binders,1,389.7,0.0,389.7,157.47,232.23
ORD-000694,2020-04-21,2020-04-24,Standard Class,CUST-0001,Customer 1,Consumer,East,New York,PROD-0014,Tablets Product 4,Electronics,Tablets,3,1176.21,0.0,3528.63,1297.2,2231.43
ORD-000695,2020-04-21,2020-04-22,Second Class,CUST-0544,Customer 544,Corporate,Central,Illinois,PROD-0098,Binders Product 8,Office Supplies,Binders,1,89.75,0.0,89.75,32.41,57.34
ORD-000696,2020-04-21,2020-04-23,Standard Class,CUST-0641,Customer 641,Consumer,West,California,PROD-0107,Pens Product 7,Office Supplies,Pens,2,237.22,0.219,370.54,180.36,190.18
ORD-000697,2020-04-21,2020-04-23,Standard Class,CUST-0338,Customer 338,Corporate,East,New York,PROD-0078,Bookcases Product 8,Furniture,Bookcases,3,799.99,0.0,2399.97,939.36,1460.61
ORD-000698,2020-04-21,2020-04-25,Standard Class,CUST-0426,Customer 426,Corporate,South,Alabama,PROD-0017,Tablets Product 7,Electronics,Tablets,2,173.87,0.3147,238.29,245.4,-7.11
ORD-000698,2020-04-21,2020-04-24,Standard Class,CUST-0426,Customer 426,Corporate,South,Alabama,PROD-0042,Chairs Product 2,Furniture,Chairs,1,597.15,0.0,597.15,214.61,382.54
ORD-000698,2020-04-21,2020-04-22,Second Class,CUST-0426,Customer 426,Corporate,South,Alabama,PROD-0094,Binders Product 4,Office Supplies,Binders,2,458.86,0.0,917.72,694.12,223.6
ORD-000699,2020-04-21,2020-04-22,Standard Class,CUST-0741,Customer 741,Consumer,North,Washington,PROD-0020,Tablets Product 10,Electronics,Tablets,1,74.28,0.0,74.28,42.02,32.26
ORD-000699,2020-04-21,2020-04-25,Standard Class,CUST-0741,Customer 741,Consumer,North,Washington,PROD-0117,Envelopes Product 7,Office Supplies,Envelopes,2,143.72,0.3301,192.55,228.84,-36.29
ORD-000699,2020-04-21,2020-04-23,Standard Class,CUST-0741,Customer 741,Consumer,North,Washington,PROD-0078,Bookcases Product 8,Furniture,Bookcases,1,799.99,0.0,799.99,313.12,486.87
ORD-000700,2020-04-21,2020-04-23,Same Day,CUST-0011,Customer 11,Consumer,South,Florida,PROD-0095,Binders Product 5,Office Supplies,Binders,1,389.7,0.0,389.7,157.47,232.23
ORD-000701,2020-04-21,2020-04-23,First Class,CUST-0221,Customer 221,Corporate,East,Vermont,PROD-0040,Accessories Product 10,Electronics,Accessories,3,340.3,0.3055,708.98,350.82,358.16
ORD-000702,2020-04-28,2020-04-29,Second Class,CUST-0648,Customer 648,Corporate,West,California,PROD-0007,Phones Product 7,Electronics,Phones,1,600.65,0.0,600.65,472.59,128.06
ORD-000703,2020-04-28,2020-04-30,Standard Class,CUST-0326,Customer 326,Corporate,East,Pennsylvania,PROD-0159,Hardware Product 9,Technology,Hardware,2,674.36,0.0,1348.72,535.88,812.84
ORD-000704,2020-04-28,2020-04-30,Standard Class,CUST-0949,Customer 949,Home Office,South,Georgia,PROD-0075,Bookcases Product 5,Furniture,Bookcases,1,1178.41,0.293,833.15,426.79,406.36
ORD-000704,2020-04-28,2020-05-01,Standard Class,CUST-0949,Customer 949,Home Office,South,Georgia,PROD-0038,Accessories Product 8,Electronics,Accessories,1,973.14,0.0,973.14,493.98,479.16
ORD-000705,2020-04-28,2020-04-29,First Class,CUST-0797,Customer 797,Home Office,North,Montana,PROD-0017,Tablets Product 7,Electronics,Tablets,1,173.87,0.0,173.87,122.7,51.17
ORD-000705,2020-04-28,2020-04-30,Standard Class,CUST-0797,Customer 797,Home Office,North,Montana,PROD-0109,Pens Product 9,Office Supplies,Pens,4,122.13,0.0,488.52,201.48,287.04
ORD-000706,2020-04-28,2020-04-29,Standard Class,CUST-0711,Customer 711,Corporate,Central,Wisconsin,PROD-0004,Phones Product 4,Electronics,Phones,2,952.85,0.0,1905.7,698.44,1207.26
ORD-000707,2020-04-28,2020-04-30,Standard Class,CUST-0191,Customer 191,Consumer,North,Oregon,PROD-0092,Binders Product 2,Office Supplies,Binders,3,920.8,0.0,2762.4,959.94,1802.46
ORD-000708,2020-04-28,2020-04-30,First Class,CUST-0569,Customer 569,Home Office,West,Nevada,PROD-0047,Chairs Product 7,Furniture,Chairs,4,653.39,0.0,2613.56,1231.16,1382.4
ORD-000708,2020-04-28,2020-04-29,Second Class,CUST-0569,Customer 569,Home Office,West,Nevada,PROD-0112,Envelopes Product 2,Office Supplies,Envelopes,2,643.02,0.0,1286.04,443.68,842.36
ORD-000708,2020-04-28,2020-04-30,Standard Class,CUST-0569,Customer 569,Home Office,West,Nevada,PROD-0050,Chairs Product 10,Furniture,Chairs,2,717.44,0.0,1434.88,784.0,650.88
ORD-000709,2020-04-28,2020-05-01,First Class,CUST-0262,Customer 262,Home Office,Central,Ohio,PROD-0137,Machines Product 7,Technology,Machines,4,498.52,0.0,1994.08,1568.52,425.56
ORD-000709,2020-04-28,2020-04-29,First Class,CUST-0262,Customer 262,Home Office,Central,Ohio,PROD-0083,Paper Product 3,Office Supplies,Paper,1,237.23,0.0,237.23,88.77,148.46
ORD-000709,2020-04-28,2020-04-30,Second Class,CUST-0262,Customer 262,Home Office,Central,Ohio,PROD-0155,Hardware Product 5,Technology,Hardware,1,470.22,0.0,470.22,176.33,293.89
ORD-000710,2020-04-28,2020-04-29,Same Day,CUST-0009,Customer 9,Corporate,Central,Michigan,PROD-0002,Phones Product 2,Electronics,Phones,2,1102.24,0.0043,2195.09,875.48,1319.61
ORD-000711,2020-04-28,2020-04-30,Standard Class,CUST-0247,Customer 247,Consumer,East,Vermont,PROD-0146,Software Product 6,Technology,Software,3,294.24,0.0,882.72,613.47,269.25
ORD-000711,2020-04-28,2020-05-02,First Class,CUST-0247,Customer 247,Consumer,East,Vermont,PROD-0137,Machines Product 7,Technology,Machines,2,498.52,0.1497,847.73,784.26,63.47
ORD-000712,2020-05-05,2020-05-07,Standard Class,CUST-0085,Customer 85,Consumer,East,Vermont,PROD-0036,Accessories Product 6,Electronics,Accessories,1,251.49,0.0,251.49,155.19,96.3
ORD-000712,2020-05-05,2020-05-06,Second Class,CUST-0085,Customer 85,Consumer,East,Vermont,PROD-0137,Machines Product 7,Technology,Machines,1,498.52,0.0,498.52,392.13,106.39
ORD-000713,2020-05-05,2020-05-06,First Class,CUST-0759,Customer 759,Home Office,South,Georgia,PROD-0091,Binders Product 1,Office Supplies,Binders,3,874.77,0.0,2624.31,1445.61,1178.7
ORD-000713,2020-05-05,2020-05-06,Standard Class,CUST-0759,Customer 759,Home Office,South,Georgia,PROD-0021,Laptops Product 1,Electronics,Laptops,1,719.7,0.0,719.7,274.35,445.35
ORD-000714,2020-05-05,2020-05-09,Same Day,CUST-0020,Customer 20,Consumer,West,California,PROD-0072,Bookcases Product 2,Furniture,Bookcases,3,759.17,0.168,1894.93,1026.69,868.24
ORD-000715,2020-05-05,2020-05-06,First Class,CUST-0755,Customer 755,Consumer,North,Montana,PROD-0092,Binders Product 2,Office Supplies,Binders,2,920.8,0.0,1841.6,639.96,1201.64
ORD-000716,2020-05-05,2020-05-06,Standard Class,CUST-0537,Customer 537,Home Office,West,Nevada,PROD-0127,Copiers Product 7,Technology,Copiers,2,96.18,0.0,192.36,134.96,57.4
ORD-000717,2020-05-05,2020-05-06,Standard Class,CUST-0722,Customer 722,Consumer,West,Utah,PROD-0028,Laptops Product 8,Electronics,Laptops,1,913.79,0.0,913.79,498.99,414.8
ORD-000718,2020-05-05,2020-05-07,Standard Class,CUST-0257,Customer 257,Home Office,West,Arizona,PROD-0024,Laptops Product 4,Electronics,Laptops,1,154.43,0.0,154.43,124.15,30.28
ORD-000718,2020-05-05,2020-05-07,Standard Class,CUST-0257,Customer 257,Home Office,West,Arizona,PROD-0106,Pens Product 6,Office Supplies,Pens,1,440.39,0.2763,318.72,218.83,99.89
ORD-000718,2020-05-05,2020-05-09,Standard Class,CUST-0257,Customer 257,Home Office,West,Arizona,PROD-0065,Storage Product 5,Furniture,Storage,2,321.2,0.0,642.4,385.24,257.16
